Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),Has_Outlier,Job Title_Encoded,Industry_Encoded,Job Status_Encoded,AI Impact Level_Encoded,Required Education_Encoded,Location_Encoded,Median Salary (USD)_Normalized,Experience Required (Years)_Normalized,Job Openings (2024)_Normalized,Projected Openings (2030)_Normalized,Remote Work Ratio (%)_Normalized,Automation Risk (%)_Normalized,Gender Diversity (%)_Normalized
Artist,Healthcare,Increasing,Moderate,52661.22,PhD,16,5788,9792,11.07,44.52,USA,70.09,False,50,3,1,2,4,7,-1.088555003433912,0.9815182815673964,0.2615760623736324,1.6458318688027653,-1.3383330960640902,-0.19594314041933023,1.1641716065238261
"Surveyor, rural practice",Entertainment,Increasing,Moderate,30283.13,High School,14,7538,627,24.18,14.65,USA,76.66,False,577,1,1,2,2,7,-1.7388646019392366,0.6515166739305776,0.8732584330096436,-1.551443757180993,-0.8857367056835891,-1.2347403313144243,1.5445036934820222
"Designer, graphic",Entertainment,Decreasing,Moderate,41279.62,Bachelor’s Degree,20,2406,9365,48.86,52.47,UK,32.46,False,160,1,0,2,1,6,-1.4193054708039246,1.6415214968410343,-0.9205438104783616,1.496869872916779,-0.033709328521821916,0.08053619227621689,-1.0141992355213694
Product designer,Finance,Increasing,Low,86576.88,Associate Degree,4,9988,7913,11.52,49.58,Brazil,39.49,False,456,2,1,1,0,1,-0.10296243330647499,-0.9984913642535169,1.7296137519000592,0.990329315477781,-1.3227977508565214,-0.01997013118166132,-0.6072381135554452
Barrister's clerk,Retail,Increasing,Low,145506.71,Associate Degree,12,1286,5844,13.03,56.74,Australia,22.92,False,60,6,1,1,0,0,1.609544491426021,0.32151506629375864,-1.3120205276854089,0.26854390684053103,-1.270668036937791,0.22903515461709587,-1.5664622658990244
"Engineer, site",Entertainment,Increasing,High,121927.19,Master’s Degree,11,1708,4623,32.25,70.81,Germany,55.6,False,219,1,1,0,3,4,0.9243212134720821,0.1565142624753492,-1.164517693166325,-0.15741065282408098,-0.6071361816278572,0.7183514075763852,0.32535700378040644
Architect,Education,Increasing,Moderate,77905.22,Master’s Degree,10,878,7180,90.26,95.19,Brazil,55.68,False,41,0,1,2,3,1,-0.35496176537523894,-0.008486541343060247,-1.4546299032394046,0.7346170368257248,1.3955424305744977,1.5662213611760634,0.3299881403034894
"Engineer, chemical",Entertainment,Decreasing,High,80634.27,Master’s Degree,14,7627,1333,98.72,46.53,Germany,74.57,False,201,1,0,0,3,4,-0.2756552915072297,0.6515166739305776,0.904366850716275,-1.305150621125943,1.6876069204767887,-0.12604081856800325,1.423515251816477
"Pilot, airline",Retail,Decreasing,Moderate,46668.27,Associate Degree,1,7395,7428,33.33,84.52,USA,35.72,False,439,6,0,2,0,7,-1.2627107472155523,-1.4934937757087452,0.8232752450091009,0.8211336058648925,-0.5698513531296925,1.1951478416966306,-0.8254804222057347
Air cabin crew,Entertainment,Increasing,Moderate,56726.96,Bachelor’s Degree,14,9479,9395,33.11,41.92,UK,55.53,False,29,1,1,2,1,6,-0.9704041805966174,0.6515166739305776,1.551701565240785,1.5073355869134526,-0.577446410786726,-0.2863640542568678,0.32130475932270874
Hydrogeologist,Finance,Increasing,Low,111350.99,High School,1,9684,8230,54.05,33.43,China,20.43,False,305,2,1,1,2,3,0.6169757529921209,-1.4934937757087452,1.6233557858010035,1.1009170267092978,0.14546498620547021,-0.5816231152109805,-1.7106063901799848
Agricultural consultant,Healthcare,Decreasing,High,74459.1,Associate Degree,13,8807,7076,67.4,29.36,India,60.48,False,25,3,0,0,0,5,-0.45510636724256387,0.48651587011216807,1.3168155349165567,0.69833589497059,0.6063468940300083,-0.7231666226412796,0.607856331688473
Forest/woodland manager,Healthcare,Increasing,High,76869.29,Bachelor’s Degree,8,6099,5084,51.0,49.49,USA,20.7,False,260,3,1,0,1,7,-0.3850659977909467,-0.33848814897987917,0.3702807579552321,0.0034124855914686707,0.04016986868750476,-0.023100085891422102,-1.6949763044145796
Radiation protection practitioner,Entertainment,Increasing,Low,113320.76,Associate Degree,14,5604,8256,81.08,78.8,Australia,21.7,False,494,1,1,1,0,0,0.6742174719166506,0.6515166739305776,0.19726203026104608,1.1099873121730814,1.0786213883400961,0.9962218312540483,-1.6370870978760412
Media buyer,Manufacturing,Decreasing,Low,73654.83,Bachelor’s Degree,5,7195,7461,99.99,6.56,UK,43.7,False,368,5,0,1,1,6,-0.47847853621631814,-0.8334905604351075,0.7533686883649854,0.8326458912612333,1.7314511169514823,-1.5160884824473775,-0.363524554028199
Comptroller,Retail,Decreasing,Moderate,128525.97,Master’s Degree,8,9376,1636,96.14,77.27,UK,31.94,False,128,6,0,2,3,6,1.1160824394044544,-0.33848814897987917,1.5156996885690655,-1.1994469097595404,1.598537607953395,0.9430126011881127,-1.0443016229214093
Furniture designer,Entertainment,Decreasing,High,110793.23,Bachelor’s Degree,13,6211,913,61.53,18.49,India,42.58,False,263,1,0,0,1,5,0.6007671899886503,0.48651587011216807,0.4094284296759368,-1.451670617079372,0.4036969465446121,-1.101195597031292,-0.42836046535136213
Meteorologist,IT,Increasing,Low,102031.4,Master’s Degree,11,8405,9413,54.28,49.65,China,25.65,False,380,4,1,1,3,3,0.34614750843978226,0.1565142624753492,1.1763033560618845,1.5136150153114567,0.15340527375600546,-0.017535721962958377,-1.4084247320488152
Professor Emeritus,Manufacturing,Increasing,Moderate,121289.1,High School,1,5664,8581,23.41,95.52,Brazil,58.45,False,464,5,1,2,2,1,0.9057782524012195,-1.4934937757087452,0.21823399725428075,1.223365880470378,-0.9123194074832066,1.57769786177852,0.49034124241524063
"Surveyor, minerals",Retail,Increasing,Low,47225.99,Bachelor’s Degree,3,4042,9088,56.18,43.09,Australia,58.14,False,573,6,1,1,1,0,-1.2465033466161988,-1.1634921680719263,-0.3487081771294964,1.4002364470141602,0.21899895352129542,-0.24567464302997583,0.4723955883882936
Patent attorney,Entertainment,Increasing,Low,50398.21,Master’s Degree,4,6290,5785,45.31,26.19,India,24.53,False,423,1,1,1,3,5,-1.1543183069380778,-0.9984913642535169,0.43704151955036247,0.24796133598040643,-0.1562659407148637,-0.8334105829739695,-1.473260643371978
Plant breeder/geneticist,Entertainment,Increasing,Low,84084.75,PhD,4,7127,6964,44.7,67.21,USA,35.05,False,441,1,1,1,4,7,-0.17538398759118282,-0.9984913642535169,0.729600459105986,0.6592638960496755,-0.17732496421845678,0.5931532191859484,-0.8642661905865554
Sports development officer,Finance,Decreasing,Low,128859.06,Bachelor’s Degree,7,4206,5833,50.32,81.06,UK,46.61,False,560,2,0,1,1,6,1.1257620690853671,-0.5034889527982885,-0.29138480068132167,0.26470647837508404,0.01669423592940097,1.0748184717436002,-0.1950669630010528
Retail merchandiser,Education,Decreasing,Low,134140.07,Bachelor’s Degree,17,3165,3944,63.77,0.91,India,53.38,False,516,0,0,1,1,5,1.2792287631956605,1.1465190853858058,-0.6552484280139431,-0.39428464628212484,0.48102844268895406,-1.712580083671257,0.19684296526485154
Historic buildings inspector/conservation officer,Transportation,Increasing,Moderate,98486.86,Bachelor’s Degree,16,2898,8744,46.69,39.53,UK,73.22,False,293,7,1,2,1,6,0.24314281124328074,0.9815182815673964,-0.7485736811338374,1.2802295931856373,-0.10862421541165321,-0.36948174043829646,1.3453648229894508
Chief Executive Officer,Entertainment,Decreasing,High,83945.09,Master’s Degree,11,2126,7509,96.34,11.31,USA,59.71,False,94,1,0,0,3,7,-0.17944252156469245,0.1565142624753492,-1.0184129897801235,0.849391033655911,1.6054422058234257,-1.350896428321107,0.5632816426537988
Physiotherapist,Manufacturing,Decreasing,High,30668.69,Master’s Degree,3,4230,9138,99.85,77.81,UK,20.09,False,437,5,0,0,3,6,-1.7276601886582232,-1.1634921680719263,-0.2829960138840278,1.4176793036752828,1.7266178984424612,0.9617923294466784,-1.730288720403088
Primary school teacher,Manufacturing,Decreasing,Low,52475.09,PhD,9,4628,9931,90.32,26.05,Brazil,28.6,False,448,5,0,1,4,1,-1.093963960390015,-0.17348734516146969,-0.14388196616223783,1.6943230103206859,1.3976138099355064,-0.8382794014113754,-1.2376515727601272
Product manager,Manufacturing,Increasing,Low,58155.91,Associate Degree,10,9403,9141,21.28,9.48,Germany,79.51,False,457,5,1,1,0,4,-0.928878746532129,-0.008486541343060247,1.525137073716021,1.41872587507495,-0.9858533747990317,-1.4145388407529125,1.7094879321168568
"Education officer, environmental",Retail,Decreasing,Moderate,37435.97,Bachelor’s Degree,6,3012,2747,25.62,84.29,China,32.07,False,186,6,0,2,1,3,-1.53100233538419,-0.6684897566166981,-0.7087269438466915,-0.811866634749398,-0.8360236010193692,1.1871490685494643,-1.0367760260713994
Armed forces logistics/support/administrative officer,Healthcare,Increasing,Moderate,133010.76,Master’s Degree,5,7080,8177,50.87,62.8,Brazil,68.99,False,44,3,1,2,3,1,1.2464108983694824,-0.8334905604351075,0.7131724182946189,1.082427598648508,0.03568188007198483,0.4397854384076638,1.1004934793314336
Armed forces technical officer,Entertainment,Decreasing,Low,134683.86,High School,1,2358,1655,26.35,69.61,Brazil,50.77,False,46,1,0,1,2,1,1.2950313565613676,-1.4934937757087452,-0.9373213840729494,-1.1928186242283139,-0.8108218187937578,0.6766186781129062,0.04575213619926665
Lobbyist,Healthcare,Decreasing,Low,73018.17,Bachelor’s Degree,4,4966,5689,61.92,82.64,China,57.4,False,351,3,0,1,1,3,-0.4969799413400084,-0.9984913642535169,-0.025739885433682556,0.2144710511910512,0.41716091239117165,1.1297665655371807,0.4295575755497752
"Loss adjuster, chartered",Finance,Increasing,Moderate,55990.95,Associate Degree,14,3451,559,20.67,20.52,Germany,47.63,False,355,2,1,2,0,4,-0.9917927069451978,0.6515166739305776,-0.555282052012858,-1.5751660422401197,-1.0069123983026247,-1.030597729688907,-0.13601997233174357
Energy engineer,Transportation,Increasing,High,76953.51,Bachelor’s Degree,12,5811,727,28.92,81.69,Brazil,48.9,False,193,7,1,0,1,1,-0.38261855592320376,0.32151506629375864,0.2696153163877057,-1.5165580438587478,-0.7220977361638655,1.0967281547119265,-0.0625006800278002
"Presenter, broadcasting",Entertainment,Decreasing,Moderate,37324.05,Bachelor’s Degree,6,9159,1962,92.0,4.37,Canada,65.55,False,445,1,0,2,1,2,-1.5342547421027577,-0.6684897566166981,1.4398510746102002,-1.0857194843290217,1.4556124320437631,-1.5922507137182265,0.9013546088388621
"Accountant, chartered management",Retail,Increasing,Moderate,52004.9,Associate Degree,8,9619,3839,47.07,84.43,Brazil,57.79,False,4,6,1,2,0,1,-1.1076277301809676,-0.33848814897987917,1.6006361548916659,-0.4309146452704821,-0.09550547945859511,1.19201788698687,0.4521343660998051
Chief Strategy Officer,Entertainment,Increasing,Low,109074.64,Master’s Degree,16,2151,3148,80.08,6.17,USA,20.24,False,98,1,1,1,3,7,0.5508247877150307,0.9815182815673964,-1.009674670199609,-0.6719749243271954,1.0440983989899435,-1.529651619523008,-1.7216053394223072
Social worker,IT,Decreasing,High,132928.39,PhD,18,2858,8559,15.73,39.65,China,44.34,False,548,4,0,0,4,3,1.2440172176921376,1.3115198892042153,-0.7625549924626606,1.215691023539484,-1.177455965692379,-0.3653084674919487,-0.3264754618435345
Education administrator,Entertainment,Increasing,High,138143.21,Bachelor’s Degree,12,3618,4290,0.45,53.97,Canada,54.69,False,184,1,1,0,1,2,1.395560423590296,0.32151506629375864,-0.4969100772150214,-0.27358007818715696,-1.7049672429627112,0.13270210410556543,0.2726778258303364
"Engineer, structural",IT,Decreasing,High,122893.93,Associate Degree,0,1830,4225,97.45,71.55,Canada,63.74,False,220,4,0,0,0,2,0.9524147773669019,-1.6584945795271546,-1.1218746936134145,-0.29625579184661627,1.643762724002095,0.7440865907455303,0.7965751450041081
Housing manager/officer,Manufacturing,Decreasing,High,146920.36,Associate Degree,18,9027,3780,95.63,17.06,Canada,56.64,False,303,5,0,0,0,2,1.6506253059158658,1.3115198892042153,1.3937127472250839,-0.4514972161306067,1.580930883384817,-1.1509270996419378,0.3855617785804862
Geochemist,Entertainment,Decreasing,Low,140334.49,High School,5,9147,284,27.12,9.8,Brazil,40.31,False,271,1,0,1,2,1,1.459239245912163,-0.8334905604351075,1.4356566812115532,-1.6711017538762936,-0.7842391169941403,-1.4034101128959844,-0.5597689641938438
Newspaper journalist,Manufacturing,Decreasing,Moderate,94484.31,Master’s Degree,11,717,8356,67.47,42.3,USA,22.75,False,399,5,0,2,3,7,0.12682829630936596,0.1565142624753492,-1.5109046813379177,1.1448730254953265,0.6087635032845187,-0.2731486899267663,-1.5763034310105761
Financial controller,IT,Decreasing,High,108480.07,Bachelor’s Degree,17,1799,1010,64.92,80.0,USA,47.44,False,247,4,0,0,1,7,0.5335465223231539,1.1465190853858058,-1.1327102098932524,-1.4178314751567944,0.5207298804416296,1.0379545607175271,-0.14701892157406612
Media planner,IT,Decreasing,High,85527.6,Associate Degree,3,858,4442,86.23,18.34,India,21.16,False,369,4,0,0,0,5,-0.13345461809613604,-1.1634921680719263,-1.461620558903816,-0.2205537939373445,1.2564147834933823,-1.1064121882142268,-1.668347269406852
"Horticulturist, commercial",Manufacturing,Decreasing,High,42288.08,Master’s Degree,16,2791,9467,88.09,82.8,Germany,46.14,False,299,5,0,0,3,4,-1.389999519415371,0.9815182815673964,-0.7859736889384392,1.532453300505469,1.3206275436846664,1.1353309294656444,-0.22227489007416573
Financial trader,Education,Increasing,High,63184.4,PhD,12,7058,6772,66.45,41.15,USA,30.2,False,251,0,1,0,4,7,-0.7827503096106563,0.32151506629375864,0.7054826970637662,0.592283326470965,0.5735500541473632,-0.31314255566260013,-1.145028842298466
Radiation protection practitioner,Healthcare,Decreasing,High,50751.04,High School,20,1158,5084,10.59,90.26,Germany,27.39,False,494,3,0,0,2,4,-1.1440650308255662,1.6415214968410343,-1.3567607239376427,0.0034124855914686707,-1.3549041309521637,1.3947693976302713,-1.3076975126717585
Ophthalmologist,Transportation,Increasing,High,89452.88,PhD,18,3078,3666,14.21,40.38,Brazil,64.0,False,414,7,1,0,4,1,-0.019385577314685095,1.3115198892042153,-0.6856577801541335,-0.49126692931796606,-1.229930909504611,-0.33992105706833226,0.8116263387041279
"Editor, magazine features",Manufacturing,Decreasing,High,69591.77,Master’s Degree,7,4295,4135,42.81,32.36,USA,25.76,False,182,5,0,0,3,7,-0.596551477977793,-0.5034889527982885,-0.26027638297469025,-0.3276529338366368,-0.2425734140902453,-0.6188347989825825,-1.4020569193295758
Automotive engineer,Healthcare,Increasing,Moderate,109947.52,Associate Degree,19,5702,6921,30.36,72.03,India,58.04,False,56,3,1,2,0,5,0.57619077034998,1.4765206930226247,0.2315162430166627,0.6442630393211102,-0.6723846314996458,0.760779682530922,0.4666066677344397
Financial manager,Finance,Decreasing,Moderate,84261.42,PhD,15,3001,3637,15.27,61.86,Germany,55.06,False,248,2,0,2,4,4,-0.17024993920868303,0.816517477748987,-0.7125718044621179,-0.5013837861814171,-1.193336540793449,0.40709480032793877,0.2940968322495958
Planning and development surveyor,Retail,Decreasing,Low,149579.6,Master’s Degree,20,6889,2456,58.92,75.53,India,25.83,False,440,6,0,1,3,5,1.727903093999179,1.6415214968410343,0.6464116566994885,-0.9133840605171311,0.31359194434071375,0.8825001434660685,-1.3980046748718782
Retail merchandiser,Transportation,Increasing,Moderate,147091.29,Master’s Degree,14,946,3402,30.17,6.43,UK,28.97,False,516,7,1,2,3,6,1.6555925493076178,0.6515166739305776,-1.4308616739804052,-0.583365212488693,-0.6789439994761747,-1.5206095281392544,-1.216232566340868
Clothing/textile technologist,Education,Increasing,Moderate,99088.8,Bachelor’s Degree,6,7129,5520,20.71,89.01,Canada,78.26,False,116,0,1,2,1,2,0.2606352495936626,-0.6684897566166981,0.7302995246724272,0.15551419567645708,-1.0055314787286187,1.3512978044391477,1.637126423943684
Social researcher,Transportation,Increasing,Moderate,56469.45,Master’s Degree,0,400,5241,7.47,33.82,USA,75.56,False,547,7,1,2,3,7,-0.9778874476989977,-1.6584945795271546,-1.6217065736188407,0.05818305550739339,-1.4626158577246398,-0.5680599781353499,1.4808255662896306
Paramedic,Retail,Decreasing,Low,30785.67,High School,20,1169,400,41.74,50.97,Canada,48.21,False,421,6,0,1,2,2,-1.724260737818891,1.6415214968410343,-1.3529158633222165,-1.6306343264224892,-0.27951301269490864,0.02837028044686835,-0.10244423253939147
Fine artist,Education,Increasing,Moderate,82879.32,Master’s Degree,18,3779,6173,29.13,65.33,Brazil,34.19,False,252,0,1,2,3,1,-0.21041390745146887,1.3115198892042153,-0.4406352991165084,0.3833179036707172,-0.7148479084003335,0.5277719430264984,-0.9140509082096984
Dancer,Finance,Increasing,Moderate,74518.27,Associate Degree,15,4225,5070,1.9,88.89,USA,51.23,False,149,2,1,2,0,7,-0.45338688095291363,0.816517477748987,-0.2847436778001307,-0.0014715142736456354,-1.65490890840499,1.3471245314927995,0.0723811712069939
Television/film/video producer,Education,Decreasing,Low,70472.03,Associate Degree,0,3349,8367,64.57,83.87,China,67.0,False,598,0,0,1,0,3,-0.5709710317833102,-1.6584945795271546,-0.5909343959013569,1.1487104539607735,0.5086468341690759,1.1725426132372465,0.9852939583197428
Purchasing manager,IT,Decreasing,Low,94791.38,High School,13,2866,2859,63.04,0.74,China,55.77,False,489,4,0,1,2,3,0.13575178211235606,0.48651587011216807,-0.7597587301968959,-0.7727946358284836,0.4558266604633425,-1.7184922203452497,0.335198168891958
Recycling officer,Manufacturing,Decreasing,Moderate,56345.32,Bachelor’s Degree,11,2476,1343,88.52,10.78,Australia,31.99,False,502,5,0,2,1,0,-0.9814946782741927,0.1565142624753492,-0.8960765156529212,-1.3016620497937184,1.3354724291052318,-1.3693283838341435,-1.0414071625944825
"Sales professional, IT",Entertainment,Increasing,Low,136245.63,High School,11,6437,9452,87.98,53.42,Germany,60.58,False,522,1,1,1,2,4,1.3404165534954076,0.1565142624753492,0.4884228386837874,1.5272204435071322,1.3168300148561496,0.11357460310147106,0.6136452523423269
"Therapist, speech and language",Retail,Decreasing,Low,38232.05,Master’s Degree,15,5688,3499,38.94,62.33,UK,79.06,False,611,6,0,1,3,6,-1.507868168653333,0.816517477748987,0.2266227840515746,-0.5495260705661152,-0.37617738287533614,0.4234401193678013,1.6834377891745145
Quarry manager,Manufacturing,Decreasing,Moderate,107209.47,PhD,18,3487,4297,59.32,64.34,India,26.79,False,492,5,0,2,4,5,0.49662275555570995,1.3115198892042153,-0.5426988718169171,-0.27113807825459985,0.32740114008077476,0.4933424412191285,-1.3424310365948815
Theatre manager,Retail,Increasing,High,106271.89,Associate Degree,16,3984,9977,14.31,22.34,China,74.04,False,601,6,1,0,0,3,0.46937658426197476,0.9815182815673964,-0.3689810785562899,1.7103704384489187,-1.2264786105695955,-0.9673030900026308,1.3928339723510526
Economist,Retail,Increasing,Low,148318.13,Associate Degree,18,569,6403,23.52,25.4,Australia,35.48,False,179,6,1,1,0,0,1.6912446459713755,1.3115198892042153,-1.5626355332545632,0.4635550443118808,-0.9085218786546898,-0.8608846298707599,-0.839373831774984
Purchasing manager,Manufacturing,Increasing,High,149813.59,PhD,17,2285,3985,3.77,24.06,Australia,41.32,False,489,5,1,0,4,0,1.7347028674809308,1.1465190853858058,-0.9628372772480516,-0.3799815038200044,-1.5903509183202043,-0.9074861777716445,-0.5013008655899203
Meteorologist,Education,Decreasing,Moderate,106765.61,Bachelor’s Degree,16,1949,4107,47.61,93.68,USA,61.0,False,380,0,0,2,1,7,0.4837241382745848,0.9815182815673964,-1.0802802924101658,-0.3374209335668654,-0.07686306520951272,1.513707676601186,0.6379587190885131
Hospital pharmacist,Transportation,Decreasing,High,64779.66,PhD,9,4061,4772,21.34,46.04,Germany,40.17,False,301,7,0,0,4,4,-0.7363918898298973,-0.17348734516146969,-0.34206705424830547,-0.10543093997393586,-0.9837819954380226,-0.14308168309892386,-0.5678734531092392
"Surveyor, mining",IT,Decreasing,High,68098.47,Master’s Degree,11,8445,3292,94.78,66.07,Brazil,67.57,False,574,4,0,0,3,1,-0.6399469296650461,0.1565142624753492,1.1902846673907075,-0.6217394971431626,1.5515863424371874,0.5535071261956435,1.018290806046709
"Development worker, community",Education,Decreasing,Low,120101.59,PhD,10,5107,6089,23.92,28.57,India,59.03,False,167,0,0,1,4,5,0.8712690895852211,-0.008486541343060247,0.023544237000418914,0.3540139044800314,-0.8947126829146287,-0.7506406695380698,0.5239169822075928
Trading standards officer,Entertainment,Decreasing,Moderate,78359.52,Associate Degree,4,6739,9925,31.34,67.29,Canada,34.71,False,620,1,0,2,0,2,-0.34175976061965113,-0.9984913642535169,0.5939817392164018,1.6922298675213512,-0.6385521019364961,0.5959354011501807,-0.8839485208096582
Hospital pharmacist,Retail,Decreasing,Low,69215.21,High School,13,8627,1294,61.06,58.5,China,76.71,False,301,6,0,1,2,3,-0.6074943503325455,0.48651587011216807,1.2538996339368527,-1.3187560493216186,0.3874711415500404,0.29024315783019805,1.547398153808949
Senior tax professional/tax inspector,Finance,Decreasing,High,101139.89,High School,5,2572,1581,4.38,55.14,Australia,28.17,False,542,2,0,0,2,0,0.3202401360874734,-0.8334905604351075,-0.8625213684637458,-1.2186340520867753,-1.5692918948166112,0.17339151533245736,-1.2625439315716984
Public librarian,Entertainment,Increasing,Moderate,83134.48,High School,18,6783,6315,2.87,14.47,USA,54.77,False,484,1,1,2,2,7,-0.20299893159094587,1.3115198892042153,0.6093611816781073,0.4328556165883052,-1.621421608735342,-1.2410002407339462,0.2773089623534198
Copy,Manufacturing,Increasing,Moderate,120000.77,High School,15,6708,8702,20.36,22.81,Canada,42.28,False,139,5,1,2,2,2,0.8683392500090418,0.816517477748987,0.5831462229365639,1.2655775935902944,-1.017614525001172,-0.9509577709627683,-0.44572722731292347
Holiday representative,Finance,Decreasing,Low,30431.22,Master’s Degree,7,5615,294,71.33,77.09,Australia,34.04,False,294,2,0,1,3,0,-1.7345610912981295,-0.5034889527982885,0.20110689087647243,-1.667613182544069,0.7420222421761079,0.9367526917685911,-0.922734289190479
Best boy,Finance,Decreasing,Low,115864.07,Bachelor’s Degree,12,3245,370,7.87,46.66,Germany,24.83,False,61,2,0,1,1,4,0.7481263222686951,0.32151506629375864,-0.627285805356297,-1.6411000404191627,-1.4488066619845787,-0.12151977287612654,-1.4558938814104165
"Psychologist, forensic",Manufacturing,Increasing,High,130942.12,Associate Degree,4,3650,9445,60.62,54.72,USA,33.04,False,475,5,1,0,0,7,1.1862960070694624,-0.9984913642535169,-0.48572502815196295,1.524778443574575,0.3722810262359731,0.1587850600202397,-0.9806234957290173
International aid/development worker,Healthcare,Decreasing,Low,94937.78,High School,4,184,8848,20.86,71.17,China,34.47,False,326,3,0,1,2,3,0.14000618117953184,-0.9984913642535169,-1.6972056547944856,1.316510735040772,-1.000353030326096,0.7308712264154288,-0.8978419303789076
"Surveyor, planning and development",Manufacturing,Decreasing,High,92800.94,Bachelor’s Degree,10,338,1407,10.92,86.93,Brazil,71.15,False,575,5,0,0,1,1,0.07790939086051375,-0.008486541343060247,-1.6433776061785166,-1.2793351932674817,-1.343511544466613,1.2789610733691177,1.225534165454677
Youth worker,Finance,Increasing,Moderate,111092.42,Master’s Degree,15,7438,5481,74.78,38.18,India,51.21,False,638,2,1,2,3,5,0.6094616821806474,0.816517477748987,0.8383051546875857,0.1419087674807815,0.8611265554341346,-0.4164310610847102,0.07122338707622336
Immunologist,Retail,Increasing,Moderate,76178.56,Bachelor’s Degree,10,9569,3725,72.13,32.78,Brazil,50.42,False,314,6,1,2,1,1,-0.4051386826794059,-0.008486541343060247,1.583159515730637,-0.4706843584578415,0.7696406336562299,-0.6042283436703649,0.025490913910778172
Further education lecturer,IT,Increasing,Moderate,114873.25,High School,13,5947,6443,91.24,8.78,Brazil,75.81,False,264,4,1,2,2,1,0.7193329910956124,0.48651587011216807,0.31715177490570423,0.4775093296407788,1.4293749601376469,-1.4388829329399415,1.495297867924265
Chief Financial Officer,Healthcare,Increasing,Low,122571.65,Master’s Degree,20,3239,4383,25.33,55.2,India,32.9,False,95,3,1,1,3,5,0.9430492873985313,1.6415214968410343,-0.6293830020556204,-0.24113636479746908,-0.8460352679309135,0.17547815180563137,-0.9887279846444127
Art gallery manager,IT,Increasing,Low,115878.69,Bachelor’s Degree,7,6544,8329,81.13,89.11,Canada,77.64,False,48,4,1,1,1,2,0.7485511809733543,-0.5034889527982885,0.5258228464883892,1.1354538828983203,1.0803475378076037,1.3547755318944372,1.60123511588979
"Solicitor, Scotland",Entertainment,Decreasing,Moderate,134155.54,Bachelor’s Degree,13,621,9009,18.84,32.89,India,51.67,False,552,1,0,2,1,5,1.2796783229878,0.48651587011216807,-1.544459828527093,1.3726767334895866,-1.0700894688134042,-0.600402843469546,0.09785242208395102
Systems analyst,IT,Decreasing,Low,126024.49,Bachelor’s Degree,1,1977,7631,15.04,49.25,Brazil,68.37,False,578,4,0,1,1,1,1.043389173157465,-1.4934937757087452,-1.0704933744799896,0.8919516039090499,-1.2012768283439843,-0.03144663178411794,1.0646021712775404
Environmental health practitioner,Finance,Increasing,Moderate,103722.8,Master’s Degree,13,3952,7667,42.6,9.59,Canada,66.53,False,228,2,1,2,3,2,0.3952997665150654,0.48651587011216807,-0.3801661276193484,0.9045104607050581,-0.24982324185377738,-1.4107133405520935,0.9580860312466298
"Librarian, academic",Transportation,Increasing,Low,105689.38,Associate Degree,0,260,3939,72.74,37.82,Australia,37.2,False,347,7,1,1,0,0,0.4524487837112873,-1.6584945795271546,-1.6706411632697216,-0.3960289319482371,0.790699657159823,-0.4289508799237538,-0.7398043965286978
Charity officer,Education,Decreasing,High,122285.81,Associate Degree,14,4343,7842,79.67,71.87,Canada,31.75,False,85,0,0,0,0,2,0.9347427475804879,0.6515166739305776,-0.24349880938010252,0.965560459018987,1.029943973356381,0.7552153186024583,-1.0553005721637316
"Librarian, academic",Retail,Decreasing,Moderate,45304.6,High School,10,1403,9094,0.63,20.41,Canada,63.4,False,347,6,0,2,2,2,-1.302339137761562,-0.008486541343060247,-1.2711251920486013,1.4023295898134949,-1.6987531048796836,-1.034423229889726,0.7768928147810048
Information systems manager,Education,Decreasing,High,59315.77,High School,0,3667,2544,65.79,22.33,UK,31.89,False,318,0,0,0,2,6,-0.8951730955618102,-1.6584945795271546,-0.4797829708372131,-0.8826846327935555,0.5507648811762625,-0.9676508627481598,-1.0471960832483362
Research scientist (life sciences),Transportation,Increasing,High,98047.01,High School,15,3966,9390,77.85,23.86,Germany,72.5,False,507,7,1,0,2,4,0.2303607249748561,0.816517477748987,-0.37527266865426034,1.5055913012473403,0.967112132739103,-0.9144416326822243,1.3036845942817032
Advertising art director,Entertainment,Decreasing,Moderate,78668.62,Master’s Degree,10,8704,7933,18.05,2.33,China,68.2,False,21,1,0,2,3,3,-0.3327772828077382,-0.008486541343060247,1.2808136582448373,0.99730645814223,-1.0973626304000248,-1.6631963538061405,1.054761006165989
Fast food restaurant manager,Entertainment,Increasing,Low,147935.25,PhD,10,7137,9984,87.09,55.86,Germany,24.58,False,242,1,1,1,4,4,1.6801181137661818,-0.008486541343060247,0.7330957869381918,1.7128124383814758,1.2861045543345138,0.19843115301054462,-1.4703661830450512
Chartered accountant,Retail,Increasing,Moderate,135097.01,Master’s Degree,2,2546,3339,4.35,60.62,Germany,48.82,False,86,6,1,2,3,4,1.3070375380818855,-1.3284929718903358,-0.8716092208274808,-0.6053432118817074,-1.5703275844971158,0.36397097988234395,-0.06713181655088316
